sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;industria;fabrica de ;san javier no.1;1;13.0;29/09/2017;5200000.0;microempresarial
masculino;comercio;miscelanea;campo valdes no. 1;3;4.0;9/11/2018;5000000.0;microempresarial
femenino;servicio;barberia;popular;2;1.0;21/06/2019;3000000.0;microempresarial
femenino;comercio;peluqueria;calasanz;2;12.0;30/10/2018;7600000.0;microempresarial
femenino;comercio;almacen de ropa en ;francisco antonio zea;3;5.0;21/08/2018;2800000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4.0;3/12/2018;7800000.0;microempresarial
femenino;comercio;peluqueria;pablo vi;2;2.0;25/01/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;cordoba;3;7.0;26/01/2017;6800000.0;microempresarial
femenino;servicio;comidas rapidas;santa cruz;2;2.0;22/11/2016;6890000.0;microempresarial
femenino;servicio;panaderia;aranjuez;1;4.0;17/02/2017;7377000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2.0;23/05/2017;7300000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;31/07/2018;7800000.0;microempresarial
femenino;comercio;fabrica de muebles;campo valdes no. 1;3;4.0;28/01/2019;8000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;4/05/2017;7300000.0;microempresarial
femenino;industria;fabrica de ;santander;2;6.0;22/05/2018;5000000.0;microempresarial
femenino;servicio;comidas rapidas;enciso;2;8.0;2/03/2016;1500000.0;microempresarial
masculino;servicio;variedades;popular;2;1.0;31/01/2018;2000000.0;microempresarial
masculino;servicio;mantenimiento en ;enciso;1;8.0;22/01/2018;3000000.0;microempresarial
femenino;servicio;peluqueria;la milagrosa;2;9.0;21/04/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;toscana;3;5.0;26/01/2018;7800000.0;microempresarial
femenino;agropecuaria;floristeria;cabecera san cristobal;2;60.0;21/11/2018;6000000.0;agropecuaria
masculino;comercio;variedades;buenos aires;3;9.0;3/07/2018;4600000.0;microempresarial
femenino;industria;fabrica de calzado;el salvador;3;9.0;15/03/2019;3000000.0;microempresarial
femenino;comercio;variedades;la milagrosa;3;9.0;1/08/2018;7000000.0;microempresarial
masculino;agropecuaria;ferreteria;belencito;1;13.0;22/08/2016;5000000.0;microempresarial
masculino;comercio;almacen de ropa en ;centro admtivo;2;10.0;18/05/2018;800000.0;microempresarial
femenino;comercio;distribuidora de ;santa cruz;2;2.0;8/08/2017;5000000.0;microempresarial
masculino;industria;fabrica de ;robledo;2;7.0;25/10/2018;7000000.0;microempresarial
masculino;industria;reciclaje;las palmas;3;10.0;31/05/2018;6000000.0;microempresarial
femenino;comercio;variedades;blanquizal;1;13.0;3/06/2016;5000000.0;microempresarial
masculino;comercio;recreativo educativo;robledo;2;7.0;14/03/2016;6890000.0;microempresarial
femenino;comercio;tienda;guayabal;3;15.0;22/05/2018;7800000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;2;1.0;17/03/2017;7370000.0;microempresarial
femenino;servicio;comidas rapidas;20 de julio;1;13.0;20/10/2016;6800000.0;microempresarial
femenino;comercio;cafe e internet;manrique central no. 2;2;3.0;26/02/2018;2000000.0;microempresarial
masculino;servicio;tienda;la milagrosa;2;9.0;12/08/2016;28267614.0;empresarial ed. 
masculino;servicio;comidas rapidas;san javier no.1;1;13.0;5/07/2017;5000000.0;microempresarial
masculino;servicio;montallantas;belen;2;16.0;25/07/2016;6800000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4.0;20/06/2017;7377000.0;microempresarial
femenino;comercio;recreativo educativo;campo valdes no. 1;3;4.0;12/04/2016;6890000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;28/12/2018;7000000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;2;13.0;10/04/2018;3000000.0;microempresarial
femenino;industria;fabrica de ;el diamante;2;7.0;16/09/2016;6890000.0;microempresarial
femenino;comercio;cafeteria;calasanz;3;12.0;2/11/2017;7300000.0;microempresarial
masculino;servicio;mantenimiento en ;cabecera san antonio ;2;80.0;27/06/2019;5880000.0;microempresarial
masculino;comercio;distribuidora de ;la colina;2;15.0;13/06/2019;8200000.0;microempresarial
femenino;comercio;charcuteria;manrique oriental;3;3.0;4/07/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en ;aranjuez;3;4.0;23/01/2019;8200000.0;microempresarial
masculino;agropecuaria;criadero de animales ;carpinelo;1;1.0;15/11/2018;7800000.0;microempresarial
femenino;comercio;variedades;manrique central no. 2;1;3.0;19/01/2018;4000000.0;microempresarial
femenino;comercio;carniceria;santo domingo savio ;1;1.0;27/05/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;aranjuez;3;4.0;5/05/2017;3000000.0;microempresarial
masculino;servicio;comidas rapidas;girardot;3;5.0;8/03/2018;1000000.0;microempresarial
femenino;servicio;variedades;boston;2;10.0;20/03/2018;7800000.0;microempresarial
femenino;comercio;cafeteria;manrique central no. 1;2;4.0;27/06/2017;4000000.0;microempresarial
femenino;industria;variedades;san javier no.1;3;13.0;23/07/2018;5000000.0;microempresarial
femenino;comercio;fabrica de ;robledo;2;7.0;28/03/2019;8000000.0;microempresarial
masculino;agropecuaria;granero;villatina;1;8.0;14/09/2017;3500000.0;microempresarial
masculino;servicio;tienda naturista;kennedy;2;6.0;23/01/2017;7300000.0;microempresarial
femenino;comercio;fabrica de alimentos;robledo;2;7.0;3/10/2016;6800000.0;microempresarial
masculino;comercio;variedades;enciso;2;8.0;8/08/2018;6000000.0;microempresarial
femenino;comercio;almacen de ropa en ;cabecera san cristobal;2;60.0;16/03/2018;2000000.0;microempresarial
masculino;comercio;tienda;castilla;3;5.0;10/10/2016;6000000.0;microempresarial
femenino;comercio;taller de electronica;buenos aires;3;9.0;20/03/2018;7800000.0;microempresarial
masculino;comercio;venta de calzado;santa cruz;2;2.0;28/07/2017;7370000.0;microempresarial
masculino;comercio;papeleria;robledo;2;7.0;25/07/2017;7000000.0;microempresarial
femenino;comercio;tienda;la libertad;2;8.0;20/12/2017;5000000.0;microempresarial
femenino;comercio;variedades;san javier no.1;1;13.0;26/10/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;manrique oriental;2;3.0;6/03/2018;7812000.0;microempresarial
masculino;comercio;tienda;toscana;2;5.0;25/07/2017;7300000.0;microempresarial
masculino;comercio;barberia;robledo;2;7.0;1/06/2017;3000000.0;microempresarial
masculino;industria;panaderia;santa elena central;2;90.0;3/04/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;2;13.0;20/09/2018;7800000.0;microempresarial
masculino;servicio;barberia;robledo;3;7.0;3/10/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;andalucia;2;2.0;14/03/2018;5000000.0;microempresarial
masculino;servicio;restaurante;santa lucia;3;12.0;15/01/2019;4000000.0;microempresarial
femenino;comercio;ferreteria;el salvador;3;9.0;2/03/2018;7500000.0;microempresarial
masculino;comercio;tienda;manrique central no. 2;1;3.0;24/05/2018;7800000.0;microempresarial
masculino;comercio;variedades;belen;2;8.0;11/10/2018;6000000.0;microempresarial
femenino;servicio;peluqueria;picacho;1;6.0;6/12/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no. 2;3;3.0;1/03/2018;4000000.0;microempresarial
femenino;servicio;bares;la esperanza;1;6.0;31/01/2018;7300000.0;microempresarial
masculino;comercio;distribuidora de ;manrique oriental;2;3.0;21/09/2018;7800000.0;microempresarial
femenino;comercio;tienda;villatina;1;8.0;2/06/2017;7000000.0;microempresarial
masculino;comercio;venta de calzado;las palmas;1;10.0;17/11/2016;1500000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1.0;12/06/2017;4000000.0;microempresarial
femenino;comercio;tienda de helados;doce de octubre no.1;2;6.0;14/08/2017;2000000.0;microempresarial
femenino;comercio;comidas rapidas;playon de los ;1;2.0;7/06/2018;6000000.0;microempresarial
femenino;servicio;productos de belleza;robledo;3;7.0;12/07/2017;7323000.0;microempresarial
femenino;comercio;panaderia;la milagrosa;3;9.0;19/07/2018;7800000.0;microempresarial
femenino;servicio;servicios ;santander;2;6.0;22/06/2017;30000000.0;empresarial ed. 
femenino;servicio;taller de mecanica;campo valdes no. 1;2;4.0;12/10/2016;6000000.0;microempresarial
masculino;comercio;comidas rapidas;san javier no.1;2;13.0;30/10/2018;5000000.0;microempresarial
masculino;industria;carpinteria;manrique central no. 1;2;4.0;16/05/2017;7000000.0;microempresarial
masculino;comercio;fabrica de helados;santa elena central;2;90.0;15/03/2018;250000.0;microempresarial
femenino;comercio;carniceria;buenos aires;1;9.0;23/05/2018;5000000.0;microempresarial
femenino;comercio;variedades;belen;3;16.0;30/03/2017;3500000.0;microempresarial
masculino;comercio;variedades;manrique oriental;3;3.0;3/03/2017;7377000.0;microempresarial
masculino;servicio;barberia;robledo;2;7.0;4/03/2016;2000000.0;microempresarial
masculino;industria;fabrica de ;manrique central no. 1;1;4.0;8/11/2017;6000000.0;microempresarial
femenino;comercio;tienda;aranjuez;2;4.0;7/02/2017;6900000.0;microempresarial
femenino;servicio;variedades;guayabal;3;15.0;3/11/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;la avanzada;1;1.0;7/06/2018;7800000.0;microempresarial
masculino;servicio;publicidad y ;castilla;3;5.0;19/12/2017;6000000.0;microempresarial
femenino;comercio;tienda;buenos aires;2;9.0;8/02/2018;7000000.0;microempresarial
masculino;comercio;comidas rapidas;campo valdes no. 1;3;4.0;25/07/2017;7000000.0;microempresarial
masculino;comercio;reciclaje;santo domingo savio ;1;1.0;28/11/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;belen;2;16.0;14/03/2018;6400000.0;microempresarial
masculino;servicio;montallantas;calasanz;2;12.0;12/03/2018;7800000.0;soli diaria
femenino;servicio;tienda;robledo;1;7.0;22/08/2017;2000000.0;microempresarial
femenino;comercio;charcuteria;juan xxiii la quiebra;2;13.0;12/06/2018;7800000.0;microempresarial
femenino;comercio;lenceria para el ;robledo;3;7.0;13/04/2018;1500000.0;microempresarial
femenino;industria;fabrica de ;buenos aires;3;7.0;19/09/2017;5500000.0;microempresarial
masculino;comercio;papeleria;aranjuez;3;4.0;10/02/2016;4980000.0;microempresarial
masculino;comercio;ferreteria;enciso;2;8.0;11/10/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;1;4.0;5/07/2018;7000000.0;microempresarial
masculino;industria;marqueteria;blanquizal;2;13.0;28/03/2019;8200000.0;microempresarial
femenino;industria;venta de ;cabecera san cristobal;2;60.0;10/05/2017;5000000.0;microempresarial
femenino;servicio;productos de belleza;san javier no.1;2;13.0;9/05/2018;7800000.0;microempresarial
femenino;servicio;restaurante;aranjuez;3;4.0;18/04/2017;4000000.0;microempresarial
femenino;comercio;papeleria;castilla;3;5.0;13/03/2017;7300000.0;microempresarial
femenino;comercio;tienda;moravia;2;4.0;30/08/2017;7000000.0;microempresarial
masculino;servicio;variedades;la milagrosa;2;9.0;18/05/2018;7800000.0;microempresarial
masculino;comercio;tienda;enciso;2;8.0;6/10/2017;4000000.0;microempresarial
masculino;comercio;restaurante;robledo;2;7.0;13/02/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;san pedro;2;4.0;3/08/2018;5000000.0;microempresarial
masculino;comercio;variedades;manrique central no. 1;2;4.0;25/04/2018;7800000.0;microempresarial
masculino;comercio;variedades;aranjuez;2;4.0;30/10/2018;1000000.0;microempresarial
masculino;comercio;comidas rapidas;cristo rey;3;15.0;1/08/2017;6000000.0;microempresarial
femenino;comercio;comidas rapidas;san diego;2;10.0;31/05/2017;7000000.0;microempresarial
femenino;comercio;variedades;doce de octubre no.1;2;6.0;28/02/2018;5000000.0;microempresarial
femenino;servicio;fabrica de ;cabecera san antonio ;2;80.0;9/09/2016;3000000.0;microempresarial
femenino;industria;joyeria;altavista;2;70.0;20/02/2019;3750000.0;microempresarial
femenino;comercio;peluqueria;san pablo;1;1.0;13/07/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;barrio caicedo;1;9.0;22/01/2018;3000000.0;microempresarial
femenino;industria;fabrica de ;santo domingo savio ;2;1.0;28/12/2017;4000000.0;microempresarial
femenino;comercio;variedades;campo valdes no. 1;3;4.0;26/10/2016;4000000.0;microempresarial
femenino;industria;fabrica de ;carpinelo;1;1.0;4/04/2018;3000000.0;microempresarial
masculino;comercio;distribuidora de ;santa elena central;2;90.0;17/06/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;castilla;2;5.0;18/03/2016;6000000.0;microempresarial
masculino;servicio;barberia;enciso;2;8.0;13/10/2017;6000000.0;microempresarial
femenino;industria;comidas rapidas;cabecera san cristobal;2;60.0;14/07/2016;4000000.0;microempresarial
femenino;comercio;tienda;belalcazar;2;5.0;6/02/2019;7000000.0;microempresarial
femenino;servicio;deposito de ;barrio caicedo;2;9.0;21/06/2017;7000000.0;microempresarial
femenino;comercio;tienda;la cruz;1;3.0;6/07/2018;2000000.0;microempresarial
masculino;industria;ebanistaria;sin barrio;2;60.0;8/10/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;buenos aires;3;9.0;28/06/2018;7800000.0;solidaria
femenino;comercio;tienda;doce de octubre no.1;2;6.0;1/02/2018;5000000.0;microempresarial
femenino;comercio;distribuidora de ;pedregal;2;6.0;7/03/2017;7377000.0;microempresarial
femenino;industria;fabrica de calzado;granizal;2;1.0;5/06/2018;7800000.0;microempresarial
femenino;servicio;venta de lacteos;popular;2;1.0;3/10/2017;3000000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1.0;3/05/2018;5600000.0;microempresarial
femenino;servicio;organización y ;belen;3;16.0;6/07/2016;6890000.0;microempresarial
femenino;servicio;fabrica de ;enciso;2;8.0;16/11/2016;6000000.0;microempresarial
masculino;comercio;tienda;pablo vi;2;2.0;17/05/2019;5000000.0;microempresarial
femenino;comercio;tienda;alfonso lopez;3;5.0;10/11/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;belen;1;16.0;24/10/2016;6890000.0;microempresarial
femenino;industria;fabrica de ;manrique oriental;2;3.0;31/05/2017;6500000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;27/07/2018;7800000.0;microempresarial
masculino;comercio;granero;popular;2;1.0;30/04/2018;7800000.0;microempresarial
femenino;servicio;cafe e internet;robledo;2;7.0;13/12/2017;7300000.0;microempresarial
femenino;comercio;peluqueria;playon de los ;2;2.0;2/02/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;manrique oriental;2;3.0;4/12/2018;7812000.0;microempresarial
femenino;servicio;comidas rapidas;castilla;3;5.0;20/03/2018;7800000.0;microempresarial
masculino;servicio;organización y ;santa maria de los ;3;14.0;9/06/2017;20000000.0;empresarial ed. 
masculino;comercio;fabrica de ;enciso;1;8.0;10/01/2018;7300000.0;microempresarial
femenino;servicio;peluqueria;cataluna;3;9.0;17/08/2017;1500000.0;microempresarial
femenino;industria;fabrica de ;las palmas;2;10.0;12/07/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;robledo;2;7.0;1/03/2016;4500000.0;microempresarial
femenino;servicio;peluqueria;pablo vi;2;2.0;26/09/2016;6000000.0;microempresarial
femenino;comercio;almacen de ropa en ;doce de octubre no.1;1;6.0;13/02/2018;7000000.0;microempresarial
femenino;comercio;variedades;el pesebre;1;13.0;3/11/2016;6890000.0;microempresarial
femenino;comercio;ferreteria;manrique central no. 1;1;4.0;9/04/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;doce de octubre no.1;2;6.0;5/08/2016;6890000.0;microempresarial
femenino;comercio;variedades;robledo;1;7.0;8/11/2018;3500000.0;microempresarial
femenino;comercio;tienda;manrique central no. 1;1;4.0;26/07/2017;6000000.0;microempresarial
femenino;comercio;variedades;san javier no.1;3;13.0;30/01/2018;6000000.0;microempresarial
femenino;comercio;almacen de ropa en ;barrio caicedo;3;9.0;4/11/2016;6000000.0;microempresarial
masculino;comercio;variedades;castilla;3;5.0;31/07/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;3/05/2019;7000000.0;microempresarial
femenino;industria;fabrica de ;moravia;2;4.0;7/06/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;doce de octubre no.1;2;6.0;31/05/2016;5000000.0;microempresarial
femenino;comercio;tienda;robledo;1;7.0;8/11/2016;2000000.0;microempresarial
femenino;servicio;taller de mecanica;calasanz;2;12.0;20/06/2017;7000000.0;microempresarial
masculino;comercio;taller de mecanica;belen;3;16.0;8/06/2017;5000000.0;microempresarial
masculino;industria;fabrica de ;robledo;2;7.0;22/05/2018;5000000.0;microempresarial
femenino;comercio;variedades;enciso;2;8.0;17/05/2018;2000000.0;juridica y cap.semilla
femenino;servicio;tienda;campo valdes no. 1;3;4.0;6/01/2017;7370000.0;microempresarial
femenino;comercio;variedades;maria cano ;1;3.0;1/09/2017;2000000.0;microempresarial
femenino;comercio;cafe e internet;manrique central no. 1;2;4.0;8/06/2018;1800000.0;microempresarial
femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;23/01/2017;7377000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;13/07/2018;7800000.0;microempresarial
masculino;servicio;mantenimiento en ;barrio caicedo;3;9.0;12/07/2017;7377000.0;microempresarial
femenino;servicio;restaurante;villa niza;2;2.0;6/10/2016;6890000.0;microempresarial
femenino;comercio;papeleria;san javier no.1;1;13.0;12/10/2018;1000000.0;microempresarial
femenino;industria;fabrica de ;santa lucia;3;12.0;24/05/2018;4000000.0;microempresarial
femenino;comercio;fabrica de calzado;juan xxiii la quiebra;1;13.0;3/05/2018;4000000.0;microempresarial
femenino;servicio;fabrica de alimentos;jesus nazareno;3;10.0;23/08/2017;4000000.0;microempresarial
femenino;comercio;tienda;villa hermosa;3;8.0;8/11/2017;7300000.0;microempresarial
masculino;comercio;fabrica de calzado;andalucia;2;2.0;25/07/2018;5000000.0;microempresarial
femenino;comercio;cafe e internet;manrique central no. 1;2;4.0;7/10/2016;6000000.0;microempresarial
femenino;servicio;peluqueria;robledo;3;7.0;1/12/2017;5000000.0;microempresarial
